1.512427003889094749e+03 2.811817773437500000e+04 4.496573498023261345e+04 1.939915625000000000e+05
1.512438485969458952e+03 2.491083398437500000e+04 4.513325912553621311e+04 1.965930156250000000e+05
1.512449966331957285e+03 1.783356054687500000e+04 4.529994746197774657e+04 1.835241875000000000e+05
1.512461444977256406e+03 1.752094140625000000e+04 4.546580332775339775e+04 1.806579062500000000e+05
1.512472921906024567e+03 1.316411328125000000e+04 4.563083005149612291e+04 1.728260312500000000e+05
1.512484397118928655e+03 1.800282226562500000e+04 4.579503095225262223e+04 1.719626718750000000e+05
1.512495870616637603e+03 2.112770898437500000e+04 4.595840933955181390e+04 1.688290000000000000e+05
1.512507342399817162e+03 3.041880468750000000e+04 4.612096851334972598e+04 1.760169531250000000e+05
1.512518812469135582e+03 3.965817968750000000e+04 4.628271176413012290e+04 1.777875156250000000e+05
1.512530280825259979e+03 4.152453515625000000e+04 4.644364237287217111e+04 1.742777500000000000e+05
1.512541747468856784e+03 3.867342187500000000e+04 4.660376361107663979e+04 1.703677968750000000e+05
1.512553212400593566e+03 3.845057812500000000e+04 4.676307874081073533e+04 1.716797656250000000e+05
1.512564675621136303e+03 4.213279687500000000e+04 4.692159101468951121e+04 1.688234218750000000e+05
1.512576137131153018e+03 4.179434765625000000e+04 4.707930367594569543e+04 1.649357031250000000e+05
1.512587596931307871e+03 4.394625781250000000e+04 4.723621995836756105e+04 1.656965156250000000e+05
1.512599055022269567e+03 4.072055859375000000e+04 4.739234308643388795e+04 1.652983437500000000e+05
1.512610511404702720e+03 4.489908203125000000e+04 4.754767627521483519e+04 1.608317031250000000e+05
1.512621966079273989e+03 4.487330468750000000e+04 4.770222273047517228e+04 1.609602500000000000e+05
1.512633419046649806e+03 4.734149218750000000e+04 4.785598564866233210e+04 1.602522187500000000e+05
1.512644870307495239e+03 4.515051953125000000e+04 4.800896821691056539e+04 1.544053437500000000e+05
1.512656319862476039e+03 4.676889843750000000e+04 4.816117361308757245e+04 1.524124687500000000e+05
1.512667767712258410e+03 4.079142187500000000e+04 4.831260500581048109e+04 1.535357968750000000e+05
1.512679213857507420e+03 4.628506250000000000e+04 4.846326555444382393e+04 1.519416562500000000e+05
1.512690658298888593e+03 4.586608203125000000e+04 4.861315840913976717e+04 1.502291250000000000e+05
1.512702101037066768e+03 4.135484765625000000e+04 4.876228671084220696e+04 1.451631093750000000e+05
1.512713542072707696e+03 3.779446484375000000e+04 4.891065359132652520e+04 1.424154375000000000e+05
1.512724981406475536e+03 2.625568750000000000e+04 4.905826217318613635e+04 1.310931093750000000e+05
1.512736419039035127e+03 2.421480468750000000e+04 4.920511556988098891e+04 1.307051250000000000e+05
1.512747854971051538e+03 2.773443750000000000e+04 4.935121688575040025e+04 1.341850156250000000e+05
1.512759289203189610e+03 3.134182226562500000e+04 4.949656921602616785e+04 1.317855781250000000e+05
1.512770721736113046e+03 3.071500195312500000e+04 4.964117564683999808e+04 1.311747343750000000e+05
1.512782152570486460e+03 4.366324218750000000e+04 4.978503925526823150e+04 1.346762031250000000e+05
1.512793581706974237e+03 3.954801171875000000e+04 4.992816310933629575e+04 1.360272812500000000e+05
1.512805009146240309e+03 4.583075390625000000e+04 5.007055026803455985e+04 1.317367968750000000e+05
1.512816434888948379e+03 4.242854296875000000e+04 5.021220378134004568e+04 1.310249375000000000e+05
1.512827858935762379e+03 4.657083203125000000e+04 5.035312669024079514e+04 1.315071875000000000e+05
1.512839281287346012e+03 4.604123046875000000e+04 5.049332202674883592e+04 1.285844296875000000e+05
1.512850701944362754e+03 4.311966015625000000e+04 5.063279281391890981e+04 1.241875156250000000e+05
1.512862120907476083e+03 4.413908984375000000e+04 5.077154206586984219e+04 1.188611250000000000e+05
1.512873538177349019e+03 4.300771093750000000e+04 5.090957278779763146e+04 1.193408984375000000e+05
1.512884953754644812e+03 4.954178906250000000e+04 5.104688797600234102e+04 1.165056015625000000e+05
1.512896367640026938e+03 4.895294531250000000e+04 5.118349061790647102e+04 1.162530781250000000e+05
1.512907779834157509e+03 5.043032031250000000e+04 5.131938369205443450e+04 1.195218281250000000e+05
1.512919190337699774e+03 4.935710937500000000e+04 5.145457016816104442e+04 1.142914453125000000e+05
1.512930599151317210e+03 5.139991015625000000e+04 5.158905300711884047e+04 1.191690390625000000e+05
1.512942006275670110e+03 4.786913671875000000e+04 5.172283516097643587e+04 1.182402031250000000e+05
1.512953411711422177e+03 4.962434765625000000e+04 5.185591957303469098e+04 1.166733828125000000e+05
1.512964815459235979e+03 4.752193359375000000e+04 5.198830917781122844e+04 1.135208828125000000e+05
1.512976217519773172e+03 4.912850781250000000e+04 5.212000690106174443e+04 1.154250390625000000e+05
1.512987617893696324e+03 5.030617968750000000e+04 5.225101565981936437e+04 1.157041484375000000e+05
1.512999016581666638e+03 5.142307421875000000e+04 5.238133836238667573e+04 1.130397421875000000e+05
1.513010413584345315e+03 4.933988671875000000e+04 5.251097790836980857e+04 1.132391093750000000e+05
1.513021808902395605e+03 4.758466015625000000e+04 5.263993718871970486e+04 1.122221406250000000e+05
1.513033202536477347e+03 5.048267968750000000e+04 5.276821908568831714e+04 1.116964140625000000e+05
1.513044594487252652e+03 4.884809375000000000e+04 5.289582647291131434e+04 1.126254062500000000e+05
1.513055984755382951e+03 4.863114843750000000e+04 5.302276221539256949e+04 1.062363203125000000e+05
1.513067373341528764e+03 4.815422265625000000e+04 5.314902916951991938e+04 1.031770468750000000e+05
1.513078760246351976e+03 4.090180078125000000e+04 5.327463018310844927e+04 9.789662500000000000e+04
1.513090145470512198e+03 3.166171679687500000e+04 5.339956809537828667e+04 9.117267968750000000e+04
1.513101529014670859e+03 2.942561328125000000e+04 5.352384573701777117e+04 9.012106250000000000e+04
1.513112910879488027e+03 3.698973046875000000e+04 5.364746593016636325e+04 9.239280468750000000e+04
1.513124291065625357e+03 4.400757031250000000e+04 5.377043148846481927e+04 9.362285156250000000e+04
1.513135669573741552e+03 4.668227343750000000e+04 5.389274521702383936e+04 9.878747656250000000e+04
1.513147046404498042e+03 4.684728125000000000e+04 5.401440991250333900e+04 9.429587500000000000e+04
1.513158421558554664e+03 4.600878125000000000e+04 5.413542836308374535e+04 9.354483593750000000e+04
1.513169795036570576e+03 4.709138671875000000e+04 5.425580334849373321e+04 9.694956250000000000e+04
1.513181166839206526e+03 5.252824218750000000e+04 5.437553764005211997e+04 9.895189843750000000e+04
1.513192536967121214e+03 5.202726171875000000e+04 5.449463400064706366e+04 9.448326562500000000e+04
1.513203905420975616e+03 5.046907031250000000e+04 5.461309518479929829e+04 9.555106250000000000e+04
1.513215272201428661e+03 5.472196093750000000e+04 5.473092393863447069e+04 9.742925781250000000e+04
1.513226637309138141e+03 5.459146093750000000e+04 5.484812299991073087e+04 9.849781250000000000e+04
1.513238000744765031e+03 5.247157421875000000e+04 5.496469509808078874e+04 9.977228125000000000e+04
1.513249362508967806e+03 5.320870703125000000e+04 5.508064295425082673e+04 9.652542187500000000e+04
1.513260722602405167e+03 4.719362109375000000e+04 5.519596928122635290e+04 9.319175781250000000e+04
1.513272081025736270e+03 5.286566015625000000e+04 5.531067678353191877e+04 9.592860937500000000e+04
1.513283437779619135e+03 5.141282421875000000e+04 5.542476815741260361e+04 9.567530468750000000e+04
1.513294792864712690e+03 5.144663281250000000e+04 5.553824609087211866e+04 9.341975000000000000e+04
1.513306146281675638e+03 4.793928515625000000e+04 5.565111326367872243e+04 9.189503906250000000e+04
1.513317498031165769e+03 4.597269531250000000e+04 5.576337234737607650e+04 9.038632031250000000e+04
1.513328848113841786e+03 4.353356250000000000e+04 5.587502600531854841e+04 8.843582031250000000e+04
1.513340196530361027e+03 3.434898046875000000e+04 5.598607689266627131e+04 7.982920312500000000e+04
1.513351543281381737e+03 2.419769140625000000e+04 5.609652765642481972e+04 7.429178906250000000e+04
1.513362888367561482e+03 1.535432031250000000e+04 5.620638093544695585e+04 6.667366406250000000e+04
1.513374231789557598e+03 1.560576074218750000e+04 5.631563936045434821e+04 6.525049218750000000e+04
1.513385573548029015e+03 2.700359960937500000e+04 5.642430555407235806e+04 7.296294531250000000e+04
1.513396913643631251e+03 3.847869921875000000e+04 5.653238213079923298e+04 7.811225781250000000e+04
1.513408252077022780e+03 4.338514453125000000e+04 5.663987169708435249e+04 7.900671875000000000e+04
1.513419588848859576e+03 4.907117578125000000e+04 5.674677685129333258e+04 8.337860937500000000e+04
1.513430923959800566e+03 5.239631640625000000e+04 5.685310018377684173e+04 8.495073437500000000e+04
1.513442257410501043e+03 5.248645703125000000e+04 5.695884427682555543e+04 8.301340625000000000e+04
1.513453589201617888e+03 5.359466796875000000e+04 5.706401170473657112e+04 8.408718750000000000e+04
1.513464919333807302e+03 5.346143750000000000e+04 5.716860503380912269e+04 8.116691406250000000e+04
1.513476247807727304e+03 5.292821484375000000e+04 5.727262682238465641e+04 8.117653906250000000e+04
1.513487574624032732e+03 5.427019140625000000e+04 5.737607962081780715e+04 8.155538281250000000e+04
1.513498899783380466e+03 4.872321484375000000e+04 5.747896597154150368e+04 7.864221875000000000e+04
1.513510223286426708e+03 4.249241406250000000e+04 5.758128840905884135e+04 7.440649218750000000e+04
1.513521545133826976e+03 3.479024218750000000e+04 5.768304945996012975e+04 6.967861718750000000e+04
1.513532865326237697e+03 3.392795312500000000e+04 5.778425164295413560e+04 6.725898437500000000e+04
1.513544183864313936e+03 4.103872656250000000e+04 5.788489746886452485e+04 6.980425781250000000e+04
1.513555500748711665e+03 4.750062890625000000e+04 5.798498944066707190e+04 7.249903906250000000e+04
1.513566815980085721e+03 5.455132421875000000e+04 5.808453005348832085e+04 7.523108593750000000e+04
1.513578129559092304e+03 5.632998046875000000e+04 5.818352179464436631e+04 7.758138281250000000e+04
1.513589441486386477e+03 5.723627343750000000e+04 5.828196714363564388e+04 7.572610937500000000e+04
1.513600751762622394e+03 5.728346484375000000e+04 5.837986857216582575e+04 7.591904687500000000e+04
1.513612060388456030e+03 5.886900781250000000e+04 5.847722854418210773e+04 7.710859375000000000e+04
1.513623367364541764e+03 5.515096875000000000e+04 5.857404951586240350e+04 7.505000000000000000e+04
1.513634672691534206e+03 5.380961328125000000e+04 5.867033393564770086e+04 7.205106250000000000e+04
1.513645976370088192e+03 5.374617968750000000e+04 5.876608424425867270e+04 7.319160937500000000e+04
1.513657278400857194e+03 5.381574218750000000e+04 5.886130287469879113e+04 7.756974218750000000e+04
1.513668578784497186e+03 5.271143359375000000e+04 5.895599225230349111e+04 7.712225781250000000e+04
1.513679877521660956e+03 4.665235156250000000e+04 5.905015479470889113e+04 7.302176562500000000e+04
1.513691174613003113e+03 4.307101953125000000e+04 5.914379291191032098e+04 6.930296875000000000e+04
1.513702470059176903e+03 4.016423828125000000e+04 5.923690900625223730e+04 6.767510156250000000e+04
1.513713763860837162e+03 4.288964062500000000e+04 5.932950547246912902e+04 6.874610156250000000e+04
1.513725056018636451e+03 4.382946875000000000e+04 5.942158469767011411e+04 6.712468750000000000e+04
1.513736346533229153e+03 4.213409765625000000e+04 5.951314906138894730e+04 6.791551562500000000e+04
1.513747635405268511e+03 4.570448437500000000e+04 5.960420093557622022e+04 7.092932812500000000e+04
1.513758922635407544e+03 5.119750000000000000e+04 5.969474268462316104e+04 7.101853125000000000e+04
1.513770208224299495e+03 5.162459375000000000e+04 5.978477666538166523e+04 7.046531250000000000e+04
1.513781492172597382e+03 4.710710937500000000e+04 5.987430522717686836e+04 6.764033593750000000e+04
1.513792774480953767e+03 4.091933984375000000e+04 5.996333071182168351e+04 6.266912890625000000e+04
1.513804055150021895e+03 3.362624218750000000e+04 6.005185545364202699e+04 5.957252343750000000e+04
1.513815334180453874e+03 3.596258203125000000e+04 6.013988177947868826e+04 5.883407031250000000e+04
1.513826611572902721e+03 4.178371875000000000e+04 6.022741200871957699e+04 6.211334375000000000e+04
1.513837887328020543e+03 4.834367968750000000e+04 6.031444845330168755e+04 6.633119531250000000e+04
1.513849161446459220e+03 5.432764062500000000e+04 6.040099341773263586e+04 6.782573437500000000e+04
1.513860433928871544e+03 5.594014453125000000e+04 6.048704919911541219e+04 6.909485156250000000e+04
1.513871704775909393e+03 5.837591015625000000e+04 6.057261808715052030e+04 6.981334375000000000e+04
1.513882973988224421e+03 5.884925000000000000e+04 6.065770236415730324e+04 7.127172656250000000e+04
1.513894241566468281e+03 5.857890625000000000e+04 6.074230430509174039e+04 7.179856250000000000e+04
1.513905507511292399e+03 5.752423828125000000e+04 6.082642617756071559e+04 6.925792968750000000e+04
1.513916771823348881e+03 5.954457421875000000e+04 6.091007024184476177e+04 6.831946093750000000e+04
1.513928034503288700e+03 6.027244531250000000e+04 6.099323875090044021e+04 6.766650000000000000e+04
1.513939295551762370e+03 5.991402734375000000e+04 6.107593395038146264e+04 6.749379687500000000e+04
1.513950554969422456e+03 6.154014453125000000e+04 6.115815807867294643e+04 6.778882031250000000e+04
1.513961812756918562e+03 6.188520703125000000e+04 6.123991336687054718e+04 6.718628125000000000e+04
1.513973068914901887e+03 6.287817187500000000e+04 6.132120203882963688e+04 6.732302343750000000e+04
1.513984323444023630e+03 6.293156640625000000e+04 6.140202631116946577e+04 6.668720312500000000e+04
1.513995576344934079e+03 6.274210156250000000e+04 6.148238839328233007e+04 6.672137500000000000e+04
1.514006827618283296e+03 6.072179687500000000e+04 6.156229048735444667e+04 6.742660937500000000e+04
1.514018077264722024e+03 6.291201562500000000e+04 6.164173478838804294e+04 6.680878125000000000e+04
